1 -3.863054083540741
2 -3.6455803622082104
3 -3.090699262731644
4 -2.2197635417766053
5 -1.801011863401787
6 -1.6756991597835111
7 -1.648541151419878
8 -1.644342612210028
9 -1.6438854115217478
10 -1.6438502127406422
11 -1.6438482820353015
12 -1.6438482060723303
13 -1.6438482039172257
14 -1.6438482038728945
15 -1.6438482038722741
16 -1.643848203872258
17 -1.6438482038724451
18 -1.6438482038723152
19 -1.6438482038719189
20 -1.6438482038719238
21 -1.64384820387212
22 -1.643848203872265
23 -1.6438482038723443
24 -1.6438482038720745
25 -1.6438482038721443
